codigo_do_usuario,criador,data_recebido,data_de_perda,data_de_ganho,tipo_de_venda,passagem,canal_de_aquisicao,docs_italiano,parente_italiano
8914,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8915,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8916,automacao,2023-04-09,2023-04-28,,1venda - site,Sim,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8917,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8918,automacao,2023-04-09,2023-04-09,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8919,automacao,2023-04-09,2023-04-12,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8920,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8921,automacao,2023-04-09,2023-04-29,,retorno,Sim,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8922,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8923,automacao,2023-04-09,2023-04-25,,1venda - site,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
8924,automacao,2023-04-09,2023-04-18,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
8925,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8926,automacao,2023-04-09,2023-04-09,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8927,automacao,2023-04-09,2023-04-09,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8928,automacao,2023-04-09,2023-05-16,,1venda - site,Sim,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8929,automacao,2023-04-09,2023-04-13,,1venda - site,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8930,automacao,2023-04-09,2023-05-19,,1venda - site,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
8931,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8932,automacao,2023-04-09,2023-04-09,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8933,automacao,2023-04-09,2023-04-09,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8934,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8935,automacao,2023-04-09,2023-04-10,,1venda - site,nao,redes sociais,tenho todos os documentos,nao informado
8936,automacao,2023-04-09,2023-04-10,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8937,automacao,2023-08-17,2023-09-22,,retorno,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
8938,automacao,2023-04-09,2023-05-02,,1venda - site,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
8939,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8940,automacao,2023-04-09,2023-04-17,,1venda - site,nao,parcerias,algumas certidoes de nascimento/casamento/obito,nao informado
8941,automacao,2023-04-09,2023-04-13,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
8942,automacao,2023-04-26,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8943,automacao,2023-04-09,2023-04-29,,1venda - site,Sim,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8944,automacao,2023-04-09,2023-04-09,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8945,automacao,2023-04-09,2023-04-18,,1venda - site,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8946,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8947,automacao,2023-04-09,2023-04-09,,retorno,nao,redes sociais,nenhum e nao sei por onde comecar,nao informado
8948,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8949,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8950,automacao,2023-04-09,2023-04-09,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8951,automacao,2023-04-09,2023-09-07,,retorno,nao,midia paga,tenho todos os documentos,nao informado
8952,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8953,automacao,2023-04-09,2023-04-09,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8954,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8955,automacao,2023-12-08,2023-12-12,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8956,automacao,2023-04-09,2023-04-09,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8957,automacao,2023-12-06,2023-12-12,,retorno,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
8958,automacao,2023-04-09,2023-04-13,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
8959,automacao,2023-04-10,2023-04-13,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8960,automacao,2023-04-09,2023-04-09,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8961,automacao,2023-04-09,2023-05-29,,1venda - site,nao,parcerias,nenhum e nao sei por onde comecar,nao informado
8962,vendedor loja,2023-04-09,2023-04-28,,1venda - manual,Sim,,,nao informado
8963,vendedor loja,2023-04-09,2023-05-07,,1venda - manual,Sim,,,nao informado
8964,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8965,vendedor loja,2023-04-09,2023-04-27,,1venda - manual,Sim,,,nao informado
8966,automacao,2023-04-09,2023-05-08,,1venda - site,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
8967,automacao,2023-04-17,2023-04-21,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8968,automacao,2023-04-09,2023-05-19,,1venda - site,Sim,redes sociais,tenho todos os documentos,nao informado
8969,automacao,2023-04-09,2023-04-19,,1venda - site,nao,redes sociais,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8970,automacao,2023-04-09,2023-04-11,,1venda - site,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8971,automacao,2023-04-09,2023-04-17,,1venda - site,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8972,automacao,2023-04-09,2023-04-09,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8973,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8974,automacao,2023-04-09,2023-04-11,,1venda - site,nao,midia paga,tenho todos os documentos,nao informado
8975,automacao,2023-04-09,2023-04-09,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8976,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8977,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8978,automacao,2023-04-10,2023-05-02,,1venda - site,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
8979,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8981,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8982,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8983,automacao,2023-04-09,2023-05-29,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8984,automacao,2023-04-10,2023-05-12,,1venda - site,Sim,parcerias,nenhum e nao sei por onde comecar,nao informado
8985,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8986,automacao,2023-04-10,2023-04-17,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
8988,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8989,automacao,2023-04-10,2023-04-10,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
8990,automacao,2023-04-09,2023-04-18,,retorno,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
8991,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8992,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8993,automacao,2023-05-14,2023-05-28,,retorno,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
8994,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8995,automacao,2023-04-10,2023-04-19,,1venda - site,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
8997,automacao,2023-09-14,2023-09-26,,retorno,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8998,automacao,2023-04-10,2023-05-12,,1venda - site,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
8999,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9001,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9002,automacao,2023-04-10,2023-04-13,,1venda - site,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
9003,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9004,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9005,automacao,2023-04-10,2023-04-14,,1venda - site,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
9006,automacao,2023-04-10,2023-04-10,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9007,automacao,2023-04-10,2023-04-24,,1venda - site,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
9008,automacao,2023-04-10,2023-05-24,,retorno,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
9009,automacao,2023-04-10,2023-04-10,,1venda - site,nao,midia paga,tenho todos os documentos,nao informado
9010,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9011,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9012,automacao,2023-04-10,2023-04-12,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
9013,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9014,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9015,automacao,2023-04-10,2023-04-24,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
9016,automacao,2023-04-10,2023-04-10,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
9017,automacao,2023-04-10,2023-04-12,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
9018,automacao,2023-04-10,2023-04-10,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9019,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9020,automacao,2023-04-10,2023-04-10,,1venda - site,nao,midia paga,tenho todos os documentos,nao informado
9021,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9022,automacao,2023-04-10,2023-04-12,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
9023,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9024,automacao,2023-04-10,2023-09-07,,1venda - site,nao,midia paga,tenho todos os documentos,nao informado
9025,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9026,automacao,2023-04-10,2023-04-10,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
9027,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9028,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9029,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9030,automacao,2023-04-10,2023-04-10,,1venda - site,nao,midia paga,tenho todos os documentos,nao informado
9031,automacao,2023-04-10,2023-04-12,,1venda - site,nao,midia paga,tenho todos os documentos,nao informado
9032,automacao,2023-04-10,2023-04-10,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
9033,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9034,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9035,automacao,2023-04-10,2023-04-12,,1venda - site,nao,midia paga,tenho todos os documentos,nao informado
9036,automacao,2023-04-10,2023-04-15,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
9037,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9038,automacao,2023-04-10,2023-04-24,,1venda - site,nao,midia paga,tenho todos os documentos,nao informado
9039,automacao,2023-04-10,2023-04-10,,1venda - site,nao,midia paga,tenho todos os documentos,nao informado
9040,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9041,automacao,2023-04-10,2023-05-29,,1venda - site,nao,parcerias,nenhum e nao sei por onde comecar,nao informado
9042,automacao,2023-04-10,2023-04-18,,1venda - site,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
9043,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9044,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9045,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9046,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9047,automacao,2023-04-10,2023-04-10,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9048,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9049,automacao,2023-04-10,2023-04-13,,1venda - site,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
9050,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9051,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9052,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9053,automacao,2023-04-10,2023-04-13,,1venda - site,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
9054,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9055,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9056,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9057,automacao,2023-04-10,2023-04-10,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9058,automacao,2023-04-10,2023-04-14,,retorno,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
9059,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9060,automacao,2023-04-10,2023-04-10,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9061,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9062,automacao,2023-04-10,2023-04-18,,1venda - site,nao,midia paga,tenho todos os documentos,nao informado
9063,automacao,2023-04-10,2023-05-29,,1venda - site,nao,parcerias,nenhum e nao sei por onde comecar,nao informado
9064,automacao,2023-04-10,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
